"カテゴリ","title","所在及び住居表示","令和4年価格及び対前年変動率","地積","形状","前面道路状況","利用状況","周辺の土地の利用状況","交通施設","用途地域（建ぺい率／容積率）","防火・準防火地域","令和3年価格及び対前年変動率","令和2年価格及び対前年変動率","平成31年価格及び対前年変動率","平成30年価格及び対前年変動率","平成29年価格及び対前年変動率","平成28年価格及び対前年変動率","平成27年価格及び対前年変動率","平成26年価格及び対前年変動率","平成25年価格及び対前年変動率","lng","lat","分類"
"地価公示(基準日 R4.1.1)","北5-05","大阪市北区天神橋６－３－２０","772,000円/㎡、-0.5%","117㎡","1:2","北東 27m 市道","店舗兼事務所　鉄骨造7F","中高層の店舗、事務所等が建ち並ぶ商業地域","天神橋筋六丁目 100m","商業地域 (80/400)","防火地域","776,000円/㎡、-3.4%","803,000円/㎡、14.7％","700,000円/㎡、8.4％","646,000円/㎡、9.7％","589,000円/㎡、10.1％","535,000円/㎡ 9.2％","490,000円/㎡ 4.5%","469,000円/㎡ 3.1%","455,000円/㎡ 0.0%","135.51246808264","34.7102302904763","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","此花-01","大阪市此花区西九条３－９－１９","247,000円/㎡、1.6%","102㎡","1:1.5","南西 4m 市道","事務所兼住宅　鉄骨造4F","中小規模一般住宅、事務所等が混在する住宅地域","西九条 300m","第二種住居地域 (80/300)","準防火地域","243,000円/㎡、-0.8%","245000円/㎡、6.1％","231,000円/㎡、1.3％","228,000円/㎡、0.4％","227,000円/㎡、0.4％","226,000円/㎡ 0.0％","226,000円/㎡ 0.0%","226,000円/㎡ 0.0%","226,000円/㎡ 0.0%","135.46647270593","34.6841340772229","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-02","大阪市西区立売堀１－９－１５","1,110,000円/㎡、-1.8%","314㎡","1:2.5","南 11m 市道","事務所　鉄骨鉄筋コンクリート造9F","中高層の事務所、店舗ビル等が建ち並ぶ商業地域","本町 500m","商業地域 (80/600)","防火地域","1,130,000円/㎡、-5.0%","1,190,000円/㎡、29.3％","920,000円/㎡、15.0％","800,000円/㎡、14.3％","700,000円/㎡、13.6％","616,000円/㎡ 12％","550,000円/㎡ 5.8%","520,000円/㎡ 7.4%","484,000円/㎡ 1.9%","135.494864019267","34.679157898739","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央-01","大阪市中央区森ノ宮中央１－２５－５","544,000円/㎡、2.3%","132㎡","1:3.5","東 8m 市道","住宅　軽量鉄骨造3F","住宅、事務所、営業所等が混在する住宅地域","森ノ宮 300m","第二種住居地域 (80/300)","準防火地域","532,000円/㎡、0.8%","528,000円/㎡、1.0％","523,000円/㎡、1.2％","517,000円/㎡、1.4％","510,000円/㎡、1.4％","503,000円/㎡ 1.4％","496,000円/㎡ 1.8%","487,000円/㎡ 1.5%","480,000円/㎡ 1.1%","135.531430782294","34.6791560452021","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東成-05","大阪市東成区東今里３－１４－２４","200,000円/㎡、0.5%","93㎡","1:3.5","西 8m 市道","住宅兼工場　木造2F","一般住宅、作業所、店舗等が混在する住宅地域","緑橋 1100m","準工業地域 (80/200)","準防火地域","199,000円/㎡、0.0%","199,000円/㎡、0.5％","198,000円/㎡、0.0％","198,000円/㎡、0.0％","198,000円/㎡、0.0％","198,000円/㎡ 0.0％","198,000円/㎡ 0.0%","198,000円/㎡ 0.5%","197,000円/㎡ 0.0%","135.549854840636","34.6752747490742","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野9-02","大阪市平野区加美東５－２－３２","139,000円/㎡、0.0%","255㎡","1:2","南 6m 市道","工場","小規模工場、倉庫、一般住宅が混在する工業地域","加美 650m","準工業地域 (60/200)","準防火地域","139,000円/㎡、-0.7%","140,000円/㎡、0.0％","140,000円/㎡、0.0％","140,000円/㎡、-0.7％","141,000円/㎡、-1.4％","143,000円/㎡ -0.7％","144,000円/㎡ -1.4%","146,000円/㎡ -1.4%","148,000円/㎡ -1.3%","135.571249247564","34.6294595193037","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-10","大阪市平野区平野市町１－９－７","174,000円/㎡、0.0%","102㎡","1:1.2","東 6m 市道","住宅　木造2F","一般住宅、アパート等が混在する住宅地域","平野 740m","第一種住居地域 (80/200)","準防火地域","174,000円/㎡、-0.6%","175,000円/㎡、0.0％","175,000円/㎡、0.0％","175,000円/㎡、-0.6％","176,000円/㎡、-0.6％","177,000円/㎡ -0.6％","178,000円/㎡ -1.1%","180,000円/㎡ -1.1%","182,000円/㎡ -1.6%","135.557057055966","34.6280239552085","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西成-03","大阪市西成区玉出西１－１０－５","207,000円/㎡、0.5%","99㎡","1:2.5","南 8m 市道","住宅　鉄筋コンクリート造4F","住宅、アパート、マンションが混在する住宅地域","玉出 400m","第一種住居地域 (80/200)","準防火地域","206,000円/㎡、-0.5%","207,000円/㎡、2.0％","203,000円/㎡、1.0％","201,000円/㎡、0.5％","200,000円/㎡、0.0％","200,000円/㎡ 0.0％","200,000円/㎡ -0.5%","201,000円/㎡ -1.0%","203,000円/㎡ -1.9%","135.489688775539","34.6274477606624","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野5-02","大阪市平野区平野上町２－７－１８","240,000円/㎡、0.0%","362㎡","1:1","北東 22m 国道 三方路","銀行　鉄筋コンクリート造3F","店舗、マンション等が混在する路線商業地域","平野 750m","商業地域 (80/400)","防火地域","240,000円/㎡、-0.4%","241,000円/㎡、0.4％","240,000円/㎡、0.4％","239,000円/㎡、0.4％","238,000円/㎡、0.0％","238,000円/㎡ 0.0％","238,000円/㎡ -0.4%","239,000円/㎡ -0.8%","241,000円/㎡ -0.8%","135.554949933772","34.6256769508526","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-12","大阪市平野区加美鞍作１－７－２９","173,000円/㎡、0.0%","142㎡","1:2.5","南 6m 市道","住宅　木造2F","一般住宅、共同住宅等が混在する住宅地域","加美 300m","第一種住居地域 (80/200)","準防火地域","173,000円/㎡、-0.6%","174,000円/㎡、0.0％","174,000円/㎡、0.0％","174,000円/㎡、0.0％","174,000円/㎡、0.0％","174,000円/㎡ 0.0％","174,000円/㎡ -1.1%","176,000円/㎡ -1.1%","178,000円/㎡ -1.1%","135.567149848306","34.6253636651594","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-01","大阪市平野区背戸口１－６－６","215,000円/㎡、0.0%","98㎡","1:2.5","北 6m 市道","住宅　木造2F","住宅、マンション等が混在する住宅地域","ＯｓａｋａＭｅｔｒｏ平野 830m","第一種住居地域 (80/200)","準防火地域","215,000円/㎡、-0.5%","216,000円/㎡、0.0％","216,000円/㎡、0.0％","216,000円/㎡、0.0％","216,000円/㎡、0.0％","216,000円/㎡ 0,0％","216,000円/㎡ 0.0%","216,000円/㎡ -0.5%","217,000円/㎡ -0.9%","135.542720098687","34.6246405757337","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-06","大阪市城東区関目２－９－３２","285,000円/㎡、1.8%","59㎡","1:2","南 8m 市道","住宅　木造3F","一般住宅、マンション等が混在する住宅地域","野江 900m","第一種住居地域 (80/200)","準防火地域","280,000円/㎡、0.7%","278,000円/㎡、0.7％","276,000円/㎡、0.0％","276,000円/㎡、0.0％","276,000円/㎡、0.0％","276,000円/㎡ 0.0％","276,000円/㎡ 1.1%","273,000円/㎡ 0.7%","271,000円/㎡ 0.0%","135.552493223504","34.7083119857807","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北-04","大阪市北区本庄東２－１５－８","465,000円/㎡、1.3%","566㎡","不整形1.2:1","西 8m 市道","共同住宅　鉄筋コンクリート造9F","中高層の共同住宅が多く見られる住宅地域","天神橋筋六丁目 630m","準工業地域 (60/300)","準防火地域","459,000円/㎡、0.0%","459,000円/㎡、8.3％","424,000円/㎡、7.6％","394,000円/㎡、7.7％","366,000円/㎡、7.6％","340,000円/㎡ 5.6％","322,000円/㎡ 2.5%","314,000円/㎡ 2.6%","306,000円/㎡ 0.7%","135.506651114231","34.7139976516028","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東成5-03","大阪市東成区深江北１－３－７","343,000円/㎡、2.1%","357㎡","1.2:1","北 40m 市道","事務所　鉄骨鉄筋コンクリート造8F","事務所、店舗兼共同住宅等が混在する商業地域","深江橋 90m","商業地域 (80/400)","防火地域","336,000円/㎡、0.0%","336,000円/㎡、2.4％","328,000円/㎡、2.5％","320,000円/㎡、2.2％","313,000円/㎡、1.6％","308,000円/㎡ 2.0％","302,000円/㎡ 0.7%","300,000円/㎡ 0.3%","299,000円/㎡ 0.0%","135.556838230183","34.678908503182","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-30","大阪市中央区内久宝寺町３－２－７","692,000円/㎡、0.0%","245㎡","1:3","北 12.7m 市道","店舗兼共同住宅　鉄骨造9F","中層の事務所、マンション等の混在する商業地域","谷町四丁目 400m","商業地域 (80/400)","防火地域","692,000円/㎡、-2.1%","707,000円/㎡、17.6％","601,000円/㎡、6.2％","566,000円/㎡、6.4％","532,000円/㎡、6.6％","499,000円/㎡ 5.9％","471,000円/㎡ 5.1%","448,000円/㎡ 5.4%","425,000円/㎡ 1.9%","135.515836544895","34.678710457062","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-05","大阪市中央区博労町４－４－６","1,530,000円/㎡、-2.5%","395㎡","1:2.5","南 7.8m 市道","店舗兼事務所　鉄筋コンクリート造7F","中高層の事務所、店舗ビルの建ち並ぶ商業地域","本町 450m","商業地域 (80/600)","防火地域","1,570,000円/㎡、-4.8%","1,650,000円/㎡、16.2％","1,420,000円/㎡、13.6％","1,250,000円/㎡、13.6％","1,100,000円/㎡、15.4％","953,000円/㎡ 7.3％","888,000円/㎡ 5.1%","845,000円/㎡ 7.6%","785,000円/㎡ -0.5%","135.499473979443","34.6786264838507","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-20","大阪市西区新町３－１１－５","1,030,000円/㎡、-1.0%","179㎡","1:2","東 21.8m 市道","事務所　鉄骨鉄筋コンクリート造8F","中層の事務所の中、共同住宅も見られる商業地域","西長堀 350m","商業地域 (80/600)","防火地域","1,040,000円/㎡、-5.5%","1,100,000円/㎡、17.5％","936,000円/㎡、13.5％","825,000円/㎡、13.6％","726,000円/㎡、14.7％","633,000円/㎡ 13.6％","557,000円/㎡ 5.7%","527,000円/㎡ 8.0%","488,000円/㎡ 1.0%","135.488523144467","34.6778494764539","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-12","大阪市西区九条２－１４－１８","305,000円/㎡、-0.7%","157㎡","1:1.5","北東 8m 市道","店舗兼共同住宅　鉄骨造7F","中高層の店舗兼共同住宅、店舗等が多い商業地域","九条 390m","商業地域 (80/400)","準防火地域","307,000円/㎡、-4.1%","320,000円/㎡、3.6％","309,000円/㎡、3.0％","300,000円/㎡、3.1％","291,000円/㎡、3.2％","282,000円/㎡ 2.9％","274,000円/㎡ 1.1%","271,000円/㎡ 1.1%","268,000円/㎡ 0.0%","135.472654327946","34.6778202664481","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-26","大阪市中央区南船場３－６－２５","1,370,000円/㎡、-2.1%","358㎡","1:4","北 7.8m 市道","店舗兼事務所　鉄筋コンクリート造8F","中高層の店舗兼事務所ビルが多い商業地域","心斎橋 300m","商業地域 (80/600)","防火地域","1,400,000円/㎡、-11.9%","1,590,000円/㎡、19.5％","1,330,000円/㎡、15.7％","1,150,000円/㎡、13.9％","1,010,000円/㎡、11.8％","903,000円/㎡ 11.6％","809,000円/㎡ 5.8%","765,000円/㎡ 6.8%","716,000円/㎡ 0.4%","135.50183415325","34.6765223671271","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-42","大阪市中央区南船場２－３－６","2,260,000円/㎡、-1.3%","524㎡","1:2","東 21.8m 府道","店舗兼事務所　鉄骨鉄筋コンクリート造9F1BF","中高層の店舗兼事務所ビルが建ち並ぶ商業地域","長堀橋 80m","商業地域 (80/800)","防火地域","2,290,000円/㎡、-5.4%","2,420,000円/㎡、22.2％","1,980,000円/㎡、18.6％","1,670,000円/㎡、16.0％","1,440,000円/㎡、13.4％","1,270,000円/㎡ 11.4％","1,140,000円/㎡ 3.6%","1,100,000円/㎡ 3.8%","1,060,000円/㎡ -0.9%","135.50604268798","34.6762952016451","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-38","大阪市中央区安堂寺町２－２－８","1,260,000円/㎡、0.0%","280㎡","1.2:1","南 27.3m 国道","店舗兼事務所　鉄骨鉄筋コンクリート造9F","中高層の事務所が建ち並ぶ商業地域","谷町六丁目 近接","商業地域 (80/800)","防火地域","1,260,000円/㎡、-1.6%","1,280,000円/㎡、21.9％","1,050,000円/㎡、14.1％","920,000円/㎡、12.5％","818,000円/㎡、12.8％","725,000円/㎡ 13.3％","640,000円/㎡ 7.0%","598,000円/㎡ 10.5%","541,000円/㎡ 1.9%","135.516326995621","34.6762180140788","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-17","大阪市西区九条南３－４－７","314,000円/㎡、-0.6%","194㎡","台形1.2:1","北東 36m 市道 三方路","事務所兼住宅　鉄筋コンクリート造5F","中低層の事務所、作業所等が混在する商業地域","九条 290m","商業地域 (80/400)","防火地域","316,000円/㎡、-3.1%","326,000円/㎡、2.8％","3170,00円/㎡、1.9％","311,000円/㎡、2.0％","305,000円/㎡、2.0％","299,000円/㎡ 2.0％","293,000円/㎡ 1.0%","290,000円/㎡ 1.8%","285,000円/㎡ 0.0%","135.4703096145","34.6759497818551","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-41","大阪市中央区南船場４－４－２１","9,310,000円/㎡、-3.0%","1135㎡","1:2","東 43.6m 国道 北側道","店舗兼事務所　鉄骨鉄筋コンクリート造14F2BF","高層の店舗兼事務所が建ち並ぶ中心的商業地域","心斎橋 近接","商業地域 (80/1000)","防火地域","9,600,000円/㎡、-9.4%","10,600,000円/㎡、17.8％","9,000,000円/㎡、20.0％","7,500,000円/㎡、14.2％","6,570,000円/㎡、21.0％","5,450,000円/㎡ 20.0％","4,540,000円/㎡ 5.3%","4,310,000円/㎡ 3.9%","4,150,000円/㎡ -3.9%","135.499869939717","34.6757965854931","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-31","大阪市中央区南船場１－１１－９","1,560,000円/㎡、-2.5%","487㎡","1:3","南 49m 国道","店舗兼事務所　鉄骨鉄筋コンクリート造10F","中高層の事務所ビルが多い国道沿いの商業地域","長堀橋 130m","商業地域 (80/800)","防火地域","1,600,000円/㎡、-8.6%","1,750,000円/㎡、17.4％","1,490,000円/㎡、16.4％","1,280,000円/㎡、16.4％","1,100,000円/㎡、11.1％","990,000円/㎡ 8.8％","910,000円/㎡ 4.4%","872,000円/㎡ 6.0%","823,000円/㎡ 0.2%","135.508045677373","34.6755154045712","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-04","大阪市西区九条１－６－２０","562,000円/㎡、-0.5%","303㎡","1.5:1","北西 80m 市道","店舗兼共同住宅　鉄骨鉄筋コンクリート造11F","中高層の事務所、店舗兼共同住宅混在の商業地域","九条 100m","商業地域 (80/600)","防火地域","565,000円/㎡、-3.3%","584,000円/㎡、6.0％","551,000円/㎡、5.6％","522,000円/㎡、5.7％","494,000円/㎡、5.6％","468,000円/㎡ 5.9％","442,000円/㎡ 2.3%","432,000円/㎡ 3.1%","419,000円/㎡ 0.0%","135.475269497849","34.6760826317758","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","大正9-01","大阪市大正区北恩加島１－１７－７","87,000円/㎡、0.5%","801㎡","1:1.2","南東 11m 市道","事務所、作業所兼倉庫　鉄骨造3F","中小規模の作業所や工場が建ち並ぶ工業地域","大正 2500m","工業専用地域 (60/200)","準防火地域","86,600円/㎡、-0.5%","87,000円/㎡、0.0％","87,000円/㎡、0.0％","87,000円/㎡、0.0％","87,000円/㎡、-0.7％","87,600円/㎡ -0.6％","88,100円/㎡ -0.6%","88,600円/㎡ -1.1%","89,600円/㎡ -1.5%","135.463201978436","34.6515000798751","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北5-28","大阪市北区大深町４－２０","22,100,000円/㎡、-3.5%","10571㎡","台形1:1.5","北 40m 市道 三方路","店舗兼事務所　鉄骨造38F3BF","都市機能の集積が進む超高層ビル中心の商業地域","大阪 近接","商業地域 (80/800)","防火地域","22,900,000円/㎡、-8.4%","25,000,000円/㎡、31.6％","19,000,000円/㎡、26.7％","15,000,000円/㎡、7.1％","14,000,000円/㎡、18.6％","11,800,000円/㎡ 16.8％","10,100,000円/㎡ 10.4%","9,150,000円/㎡ 8.0%","8,470,000円/㎡ -","135.494971302495","34.7044728556762","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西淀川-01","大阪市西淀川区花川２－１５－１６","202,000円/㎡、0.5%","109㎡","1:1.5","北西 5.4m 市道","住宅　鉄骨造3F","小規模一般住宅が多い既成住宅地域","塚本 840m","第一種住居地域 (80/200)","準防火地域","201,000円/㎡、-1.5%","204,000円/㎡、1.0％","202,000円/㎡、0.0％","202,000円/㎡、0.0％","202,000円/㎡、0.0％","202,000円/㎡ 0.0％","202,000円/㎡ 0.0%","202,000円/㎡ -0.5%","203,000円/㎡ -1.5%","135.463661151176","34.7070398379353","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北5-16","大阪市北区茶屋町１２－６","6,700,000円/㎡、-3.6%","330㎡","1.5:1","西 15m 市道 三方路","店舗兼事務所　鉄骨鉄筋コンクリート造9F","高層の店舗、事務所ビルが建ち並ぶ商業地域","梅田 110m","商業地域 (80/600)","防火地域","6,950,000円/㎡、-7.9%","7,550,000円/㎡、29.9％","5,810,000円/㎡、44.2％","4,030,000円/㎡、21.0％","3,330,000円/㎡、30.6％","2,550,000円/㎡ 32.1％","1,930,000円/㎡ 8.4%","1,780,000円/㎡ 4.7%","1,700,000円/㎡ 0.0%","135.498629970982","34.7069448802475","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","鶴見-06","大阪市鶴見区安田３－２－８","174,000円/㎡、0.6%","66㎡","1:1.5","西 6m 私道","住宅　木造3F","小規模一般住宅が建ち並ぶ住宅地域","横堤 1400m","第二種中高層住居専用地域 (60/200)","準防火地域","173,000円/㎡、0.0%","173,000円/㎡、0.0％","173,000円/㎡、0.0％","173,000円/㎡、0.0％","173,000円/㎡、0.0％","173,000円/㎡ 0.0％","173,000円/㎡ 0.0%","173,000円/㎡ -0.6%","174,000円/㎡ -0.6%","135.586930606046","34.7059820851828","地価公示(基準日 R4.1.1)"
