"カテゴリ","title","所在及び住居表示","令和4年価格及び対前年変動率","地積","形状","前面道路状況","利用状況","周辺の土地の利用状況","交通施設","用途地域（建ぺい率／容積率）","防火・準防火地域","令和3年価格及び対前年変動率","令和2年価格及び対前年変動率","平成31年価格及び対前年変動率","平成30年価格及び対前年変動率","平成29年価格及び対前年変動率","平成28年価格及び対前年変動率","平成27年価格及び対前年変動率","平成26年価格及び対前年変動率","平成25年価格及び対前年変動率","lng","lat","分類"
"地価公示(基準日 R4.1.1)","中央5-33","大阪市中央区今橋２－４－１０","1,650,000円/㎡、-1.2%","1193㎡","1:1.5","南 7.8m 市道 西側道","事務所、店舗兼車庫　鉄骨鉄筋コンクリート造10F1BF","中高層の事務所ビルが建ち並ぶ商業地域","北浜 250m","商業地域 (80/600)","防火地域","1,670,000円/㎡、-2.3%","1,710,000円/㎡、19.6％","1,430,000円/㎡、15.3％","1,240,000円/㎡、12.7％","1,100,000円/㎡、14.6％","960,000円/㎡ 9.2％","879,000円/㎡ 5.5%","833,000円/㎡ 8.2%","770,000円/㎡ -2.2%","135.5048609589","34.6907615178395","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","鶴見-09","大阪市鶴見区放出東２－６－２４","241,000円/㎡、0.4%","170㎡","1:2","南 6m 市道","住宅　軽量鉄骨造2F","一般住宅、マンション、作業所等混在の住宅地域","放出 480m","第一種住居地域 (80/200)","準防火地域","240,000円/㎡、0.0%","240,000円/㎡、0.8％","238,000円/㎡、0.4％","237,000円/㎡、0.4％","236,000円/㎡、0.0％","236,000円/㎡ 0.0％","236,000円/㎡ 0.0%","236,000円/㎡ 0.0%","236,000円/㎡ -0.4%","135.56177533737","34.6906663027488","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-37","大阪市中央区北浜東１－２２","1,020,000円/㎡、-1.0%","361㎡","2:1","南 21.8m 府道","事務所　鉄骨造9F1BF","中高層の事務所ビルが建ち並ぶ商業地域","天満橋 350m","商業地域 (80/800)","防火地域","1,030,000円/㎡、-3.7%","1,070,000円/㎡、12.6％","950,000円/㎡、12.0％","848,000円/㎡、11.7％","759,000円/㎡、10.3％","688,000円/㎡ 8.0％","637,000円/㎡ 2.9%","619,000円/㎡ 3.2%","600,000円/㎡ 0.0%","135.51283204033","34.690356918943","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-14","大阪市西区江戸堀２－２－１","1,770,000円/㎡、-1.1%","430㎡","1.5:1","北東 40m 府道 北西側道","店舗兼事務所　鉄骨鉄筋コンクリート造10F1BF","中高層の事務所ビル、マンションが多い商業地域","肥後橋 600m","商業地域 (80/800)","防火地域","1,790,000円/㎡、-3.2%","1,850,000円/㎡、27.6％","1,450,000円/㎡、13.3％","1,280,000円/㎡、13.3％","1,130,000円/㎡、13.2％","998,000円/㎡ 13.4％","880,000円/㎡ 5.8%","832,000円/㎡ 9.0%","763,000円/㎡ 0.4%","135.491805159751","34.6875563767854","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西成-01","大阪市西成区玉出中２－７－７","183,000円/㎡、0.5%","84㎡","1:2.5","南 4.6m 市道","住宅　鉄骨造3F","一般住宅、店舗併用住宅等が混在する住宅地域","玉出 140m","第一種住居地域 (80/300)","準防火地域","182,000円/㎡、-0.5%","183,000円/㎡、2.2％","179,000円/㎡、0.6％","178,000円/㎡、0.0％","178,000円/㎡、0.0％","178,000円/㎡ 0.0％","178,000円/㎡ -0.6%","179,000円/㎡ -1.1%","181,000円/㎡ -2.2%","135.492016565825","34.6250149870125","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","生野-04","大阪市生野区林寺４－７－４","180,000円/㎡、0.0%","161㎡","1:2","北 5.5m 市道","住宅　木造2F","中小規模住宅のほか公園も見られる住宅地域","東部市場前 750m","第一種住居地域 (80/300)","準防火地域","180,000円/㎡、-1.1%","182,000円/㎡、0.0％","182,000円/㎡、0.0％","182,000円/㎡、0.0％","182,000円/㎡、0.0％","182,000円/㎡ 0.0％","182,000円/㎡ 0.0%","182,000円/㎡ -0.5%","183,000円/㎡ -1.1%","135.534476891747","34.6425481614549","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","大正9-02","大阪市大正区平尾１－４－３８","70,000円/㎡、0.7%","4266㎡","1:1.5","西 8.4m 市道","工場","中規模工場、倉庫が建ち並ぶ河川沿いの工業地域","大正 3300m","工業専用地域 (60/200)","-","69,500円/㎡、-0.7%","70,000円/㎡、0.0％","70,000円/㎡、0.0％","70,000円/㎡、0.0％","70,000円/㎡、-0.7％","70,500円/㎡ -0.6％","70,900円/㎡ -0.8%","71,500円/㎡ -1.0%","72,200円/㎡ -1.5%","135.477633544994","34.6394905134041","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西成9-01","大阪市西成区津守３－６－２７","78,000円/㎡、0.6%","1281㎡","1:3","西 8m 市道","工場","中規模の工場と倉庫が建ち並ぶ工業地域","西天下茶屋 1000m","工業専用地域 (60/200)","-","77,500円/㎡、0.0%","77,500円/㎡、0.0％","77,500円/㎡、0.0％","77,500円/㎡、-0.6％","78,000円/㎡、-0.6％","78,500円/㎡ -0.6％","79,000円/㎡ -1.3%","80,000円/㎡ -1.7%","81,400円/㎡ -2.3%","135.481462116906","34.6397259684449","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","大正-01","大阪市大正区平尾５－５－９","165,000円/㎡、-0.6%","69㎡","1:2.5","南 6m 市道","住宅　木造2F","小規模一般住宅の中に店舗等が混在する住宅地域","大正 3300m","第一種住居地域 (80/200)","準防火地域","166,000円/㎡、-0.6%","167,000円/㎡、-0.6％","168,000円/㎡、-0.6％","169,000円/㎡、-0.6％","170,000円/㎡、-0.6％","171,000円/㎡ -0.6％","172,000円/㎡ -0.6%","173,000円/㎡ -0.6%","174,000円/㎡ -1.7%","135.471814263407","34.6390395915254","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川-03","大阪市淀川区野中南１－３－１９","213,000円/㎡、0.5%","100㎡","1:2","東 4m 私道","住宅　木造2F","一般住宅、共同住宅等が混在する住宅地域","十三 840m","第一種住居地域 (80/300)","準防火地域","212,000円/㎡、0.0%","212,000円/㎡、1.0％","210,000円/㎡、1.0％","208,000円/㎡、1.0％","206,000円/㎡、1.0％","204,000円/㎡ 1.0％","202,000円/㎡ 0.5%","201,000円/㎡ 0.0%","201,000円/㎡ -0.5%","135.484889362431","34.7260541178955","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川9-01","大阪市淀川区三津屋南３－７－３","144,000円/㎡、0.7%","743㎡","1:1.2","南 8m 市道 西側道","工場","中小規模の工場等のほか住宅も見られる工業地域","十三 1400m","工業地域 (60/200)","-","143,000円/㎡、0.0%","143,000円/㎡、0.7％","142,000円/㎡、0.7％","141,000円/㎡、0.7％","140,000円/㎡、0.7％","139,000円/㎡ 0.7％","138,000円/㎡ 0.0%","138,000円/㎡ -0.7%","139,000円/㎡ -0.7%","135.468594301891","34.7241483365887","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","旭5-02","大阪市旭区森小路２－６－６","289,000円/㎡、-0.7%","131㎡","台形1:3","北 5.5m 市道","店舗兼住宅　鉄骨造3F","各種の日用品小売店舗が並ぶ商業地域","千林大宮 近接","商業地域 (80/400)","準防火地域","291,000円/㎡、1.4%","295,000円/㎡、-0.7％","297,000円/㎡、-0.7％","299,000円/㎡、-0.7％","301,000円/㎡、-0.7％","303,000円/㎡ -1.0％","306,000円/㎡ -1.0%","309,000円/㎡ -1.0%","312,000円/㎡ -1.3%","135.549663961572","34.7239860104907","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川-07","大阪市淀川区塚本６－８－１６","229,000円/㎡、0.9%","101㎡","1:2.5","北西 6m 市道","住宅　木造2F","一般住宅、アパート等が多い住宅地域","塚本 650m","第一種住居地域 (80/200)","準防火地域","227,000円/㎡、0.0%","227,000円/㎡、0.9％","225,000円/㎡、0.9％","223,000円/㎡、0.9％","221,000円/㎡、0.9％","219,000円/㎡ 0.9％","217,000円/㎡ 0.9%","215,000円/㎡ 0.9%","213,000円/㎡ -0.5%","135.467063498289","34.7179018274282","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川5-02","大阪市淀川区十三東１－１７－１９","412,000円/㎡、1.2%","276㎡","1:1.2","北西 25m 府道","事務所　鉄筋コンクリート造6F","中高層の事務所ビル等が建ち並ぶ商業地域","十三 240m","商業地域 (80/400)","防火地域","407,000円/㎡、0.0%","407,000円/㎡、3.0％","395,000円/㎡、2.9％","384,000円/㎡、2.9％","373,000円/㎡、2.2％","365,000円/㎡ 2.5％","356,000円/㎡ 1.7%","350,000円/㎡ -","-","135.485076729751","34.7197237542644","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","旭-01","大阪市旭区新森４－２１－２２","277,000円/㎡、0.4%","149㎡","1:2","南 6m 市道","住宅　木造2F","中規模一般住宅が建ち並ぶ閑静な住宅地域","新森古市 330m","第二種中高層住居専用地域 (60/200)","準防火地域","276,000円/㎡、0.0%","276,000円/㎡、0.0％","276,000円/㎡、0.0％","276,000円/㎡、0.0％","276,000円/㎡、0.0％","276,000円/㎡ 0.0％","276,000円/㎡ 0.4%","275,000円/㎡ 0.4%","274,000円/㎡ 0.0%","135.556745366554","34.7174780267212","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","天王寺-03","大阪市天王寺区堂ケ芝１－４－７","418,000円/㎡、0.5%","236㎡","1:2","南 5m 市道","住宅　木造3F","一般住宅のほかマンションも見られる住宅地域","桃谷 270m","第二種住居地域 (80/400)","準防火地域","416,000円/㎡、0.2%","415,000円/㎡、4.5％","397,000円/㎡、1.3％","392,000円/㎡、1.3％","387,000円/㎡、1.3％","382,000円/㎡ 1.9％","375,000円/㎡ 1.4%","370,000円/㎡ 1.1%","366,000円/㎡ 0.0%","135.527569877652","34.6603364260457","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","大正-02","大阪市大正区北村１－１３－２０","182,000円/㎡、0.0%","151㎡","1:1.5","北 8m 市道","住宅　木造2F","一般住宅の中に店舗等が混在する既成住宅地域","大正 2100m","第一種住居地域 (80/200)","準防火地域","182,000円/㎡、-0.5%","183,000円/㎡、0.0％","183,000円/㎡、-0.5％","184,000円/㎡、-0.5％","185,000円/㎡、-0.5％","186,000円/㎡ -0.5％","187,000円/㎡ -0.5%","188,000円/㎡ -1.1%","190,000円/㎡ -2.1%","135.468832151031","34.6514076947212","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","天王寺-07","大阪市天王寺区大道３－６－６","509,000円/㎡、0.8%","113㎡","台形1.2:1","南 8m 市道 東側道","住宅　木造2F","一般住宅のほかに事務所等が見られる住宅地域","寺田町 400m","第二種住居地域 (80/400)","準防火地域","505,000円/㎡、0.2%","504,000円/㎡、4.1％","484,000円/㎡、1.5％","477,000円/㎡、1.5％","470,000円/㎡、1.7％","462,000円/㎡ 1.8％","454,000円/㎡ 1.1%","449,000円/㎡ 0.7%","446,000円/㎡ 0.7%","135.51930382001","34.6493950336713","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-02","大阪市城東区東中浜２－７－２","227,000円/㎡、0.4%","111㎡","1:3","北 6m 市道","住宅　木造2F","一般住宅のほかに共同住宅等も見られる住宅地域","緑橋 650m","第一種住居地域 (80/200)","準防火地域","226,000円/㎡、0.0%","226,000円/㎡、0.0％","226,000円/㎡、0.0％","226,000円/㎡、0.0％","226,000円/㎡、0.0％","226,000円/㎡ 0.0％","226,000円/㎡ 0.0%","226,000円/㎡ 0.0%","226,000円/㎡ 0.0%","135.546213212396","34.6858362560528","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-01","大阪市中央区備後町３－６－２","7,200,000円/㎡、-1.4%","1327㎡","不整形1:1.5","西 43.6m 国道 北側道","店舗兼事務所　鉄骨鉄筋コンクリート造10F2BF","高層の事務所ビル等が建ち並ぶ商業地域","本町 50m","商業地域 (80/1000)","防火地域","7,300,000円/㎡、-2.7%","7,500,000円/㎡、25.0％","6,000,000円/㎡、14.3％","5,250,000円/㎡、8.7％","4,830,000円/㎡、11.0％","4,350,000円/㎡ 11.0％","3,920,000円/㎡ 6.5%","3,680,000円/㎡ 3.7%","3,550,000円/㎡ -1.1%","135.501170746317","34.6850439605157","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","此花5-01","大阪市此花区四貫島２－９－１７","240,000円/㎡、-0.4%","101㎡","1:2","北東 7.2m 市道","店舗兼住宅　木造2F","中小規模の小売店舗が建ち並ぶ近隣商業地域","千鳥橋 250m","商業地域 (80/400)","準防火地域","241,000円/㎡、-1.2%","244,000円/㎡、-0.4％","245,000円/㎡、-0.4％","246,000円/㎡、-0.4％","247,000円/㎡、-0.4％","248,000円/㎡ -0.8％","250,000円/㎡ -1.6%","254,000円/㎡ -2.7%","261,000円/㎡ -2.2%","135.455787751525","34.6849008436728","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-12","大阪市城東区永田２－１０－１８","207,000円/㎡、0.5%","693㎡","1:1","南 6m 市道","共同住宅　鉄筋コンクリート造7F","マンション、住宅、事業所等が混在する住宅地域","深江橋 740m","準工業地域 (60/200)","準防火地域","206,000円/㎡、0.0%","206,000円/㎡、0.0％","206,000円/㎡、0.0％","206,000円/㎡、0.0％","206,000円/㎡、0.0％","206,000円/㎡ 0.0％","206,000円/㎡ 0.0%","206,000円/㎡ 0.0%","206,000円/㎡ -0.5%","135.557659748457","34.6854383916859","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-27","大阪市中央区内本町１－２－６","1,390,000円/㎡、-1.4%","288㎡","1:3.5","北 21.8m 市道","事務所　鉄骨造10F","中高層の事務所ビルが建ち並ぶ商業地域","谷町四丁目 100m","商業地域 (80/800)","防火地域","1,410,000円/㎡、-4.1%","1,470,000円/㎡、13.1％","1,300,000円/㎡、11.1％","1,170,000円/㎡、12.5％","1,040,000円/㎡、13.8％","914,000円/㎡ 9.5％","835,000円/㎡ 5.6%","791,000円/㎡ 4.8%","755,000円/㎡ 0.0%","135.515972180585","34.6831490731911","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","此花5-02","大阪市此花区西九条４－３－３９","365,000円/㎡、1.7%","140㎡","1:1","北東 25m 市道","店舗兼事務所　鉄筋コンクリート造4F","中小規模の店舗、事務所が多い駅前の商業地域","西九条 近接","商業地域 (80/400)","防火地域","359,000円/㎡、-1.1%","363,000円/㎡、10.0％","330,000円/㎡、2.2％","323,000円/㎡、0.9％","320,000円/㎡、1.3％","316,000円/㎡ 0.0％","316,000円/㎡ 0.0%","316,000円/㎡ 0.0%","316,000円/㎡ -1.9%","135.465283578573","34.682491122519","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-18","大阪市西区西本町１－５－９","1,800,000円/㎡、-1.1%","235㎡","1:3.5","南 80m 市道","事務所兼店舗　鉄筋コンクリート造9F1BF","中高層の事務所ビルが建ち並ぶ商業地域","本町 近接","商業地域 (80/800)","防火地域","1,820,000円/㎡、-5.2%","1,920,000円/㎡、24.7％","1,540,000円/㎡、14.1％","1,350,000円/㎡、15.4％","1,170,000円/㎡、14.7％","1,020,000円/㎡ 14.7％","889,000円/㎡ 5.3%","844,000円/㎡ 5.8%","798,000円/㎡ 0.0%","135.496372875903","34.6823930351096","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","此花-03","大阪市此花区酉島６丁目１９番９","142,000円/㎡、-0.7%","71㎡","1:2","南 5m 市道","空地","小規模一般住宅が多い区画整然とした住宅地域","伝法 2000m","第一種住居地域 (80/200)","準防火地域","143,000円/㎡、-0.7%","144,000円/㎡、0.0％","144,000円/㎡、-0.7％","145,000円/㎡、-0.7％","146,000円/㎡、-0.7％","147,000円/㎡ -0.7％","148,000円/㎡ -1.3%","150,000円/㎡ -1.3%","152,000円/㎡ -1.9%","135.433642512291","34.6821083012454","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-12","大阪市中央区農人橋２－１－３０","1,230,000円/㎡、-1.6%","567㎡","1:2.5","北 74.1m 市道","事務所　鉄骨鉄筋コンクリート造9F1BF","中高層の事務所ビルが建ち並ぶ商業地域","谷町四丁目 300m","商業地域 (80/800)","防火地域","1,250,000円/㎡、-5.3%","1,320,000円/㎡、11.9％","1,180,000円/㎡、7.3％","1,100,000円/㎡、11.9％","983,000円/㎡、14.0％","862,000円/㎡ 14％","756,000円/㎡ 3.0%","734,000円/㎡ 4.9%","700,000円/㎡ 0.0%","135.513352307386","34.681106873796","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","此花-04","大阪市此花区梅香３－９－２","214,000円/㎡、0.5%","98㎡","1:2","南 8m 市道","住宅　木造3F","事務所兼住宅、共同住宅等が多い住宅地域","千鳥橋 520m","第一種住居地域 (80/300)","準防火地域","213,000円/㎡、-0.5%","214,000円/㎡、1.9％","210,000円/㎡、0.0％","210,000円/㎡、0.0％","210,000円/㎡、0.0％","210,000円/㎡ 0.0％","210,000円/㎡ 0.0%","210,000円/㎡ -0.5%","211,000円/㎡ -0.9%","135.456690774964","34.6819655536716","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西淀川-07","大阪市西淀川区歌島１－２１－２３","180,000円/㎡、0.0%","136㎡","1:1.5","北西 4m 道路","住宅　木造2F","中小規模住宅、共同住宅等が混在する住宅地域","塚本 850m","第一種住居地域 (80/200)","準防火地域","180,000円/㎡、-1.1%","182,000円/㎡、0.6％","181,000円/㎡、0.0％","181,000円/㎡、0.0％","181,000円/㎡、0.0％","181,000円/㎡ 0.0％","181,000円/㎡ 0.0%","181,000円/㎡ -0.5%","182,000円/㎡ -1.1%","135.464032499841","34.7170421842305","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","旭-06","大阪市旭区高殿４－１２－１７","218,000円/㎡、0.5%","144㎡","1:1.2","南 4.5m 私道","住宅　軽量鉄骨造2F","中小規模一般住宅が多い住宅地域","関目高殿 200m","第一種住居地域 (80/200)","準防火地域","217,000円/㎡、0.0%","217,000円/㎡、0.0％","217,000円/㎡、0.0％","217,000円/㎡、0.0％","217,000円/㎡、0.0％","217,000円/㎡ 0.0％","217,000円/㎡ 0.5%","216,000円/㎡ 0.0%","216,000円/㎡ -0.5%","135.543467008608","34.715417781826","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川-02","大阪市淀川区新北野３－６－３","244,000円/㎡、0.4%","177㎡","1:2","南東 6m 市道","住宅　木造2F","中小規模住宅、アパート等が混在する住宅地域","塚本 600m","第二種中高層住居専用地域 (60/200)","準防火地域","243,000円/㎡、0.0%","243,000円/㎡、0.8％","241,000円/㎡、0.8％","239,000円/㎡、0.8％","237,000円/㎡、0.9％","235,000円/㎡ 0.9％","233,000円/㎡ 0.9%","231,000円/㎡ 0.9%","229,000円/㎡ -0.4%","135.474540443292","34.7138588541453","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東住吉-09","大阪市東住吉区桑津４丁目３９番３","218,000円/㎡、0.0%","117㎡","1:3","南 6m 市道","空地","一般住宅のほかマンション等も見られる住宅地域","東部市場前 500m","第一種住居地域 (80/300)","準防火地域","218,000円/㎡、-0.5%","219,000円/㎡、0.5％","218,000円/㎡、0.5％","217,000円/㎡、0.0％","217,000円/㎡、0.0％","217,000円/㎡ 0.0％","217,000円/㎡ -0.5%","218,000円/㎡ -0.5%","219,000円/㎡ -1.4%","135.532937782097","34.6384935245439","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-07","大阪市東淀川区下新庄１－１０－２","211,000円/㎡、0.5%","148㎡","1:2","西 8m 市道","住宅　木造2F","中小規模住宅、アパート等が混在する住宅地域","下新庄 400m","第一種住居地域 (80/200)","準防火地域","210,000円/㎡、0.0%","210,000円/㎡、0.0％","210,000円/㎡、0.5％","209,000円/㎡、0.0％","209,000円/㎡、0.0％","209,000円/㎡ 0.0％","209,000円/㎡ 0.0%","209,000円/㎡ -0.5%","210,000円/㎡ -0.9%","135.5187081188","34.7441378048312","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","淀川-08","大阪市淀川区東三国２－２５－１０","224,000円/㎡、0.4%","115㎡","1:1.5","北 4m 市道","住宅　木造2F","小規模一般住宅が建ち並ぶ住宅地域","東三国 420m","第一種住居地域 (80/300)","準防火地域","223,000円/㎡、0.0%","223,000円/㎡、0.9％","221,000円/㎡、0.9％","219,000円/㎡、0.9％","217,000円/㎡、0.9％","215,000円/㎡ 0.9％","213,000円/㎡ 0.5%","212,000円/㎡ 1.0%","210,000円/㎡ -0.5%","135.500244133483","34.743735653517","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-10","大阪市東淀川区西淡路５－６－６","186,000円/㎡、0.5%","112㎡","1:1.2","西 7m 道路","住宅　軽量鉄骨造2F","中小規模住宅に共同住宅等が混在する住宅地域","東淀川 750m","第一種住居地域 (80/200)","準防火地域","185,000円/㎡、0.0%","185,000円/㎡、0.0％","185,000円/㎡、0.0％","185,000円/㎡、0.0％","185,000円/㎡、0.0％","185,000円/㎡ 0.0％","185,000円/㎡ 0.0%","185,000円/㎡ -0.5%","186,000円/㎡ -1.1%","135.510387940778","34.7435780010502","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","港5-03","大阪市港区八幡屋１－１５－２","207,000円/㎡、-0.5%","67㎡","1:4","東 11m 市道","店舗兼住宅　木造2F","小売店舗、飲食店が建ち並ぶ商業地域","朝潮橋 480m","近隣商業地域 (80/300)","準防火地域","208,000円/㎡、-1.4%","211,000円/㎡、-0.5％","212,000円/㎡、-0.5％","213,000円/㎡、-0.5％","214,000円/㎡、-0.5％","215,000円/㎡ -0.9％","217,000円/㎡ -0.9%","219,000円/㎡ -1.4%","222,000円/㎡ -2.2%","135.445357056212","34.6574528644482","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","大正-04","大阪市大正区三軒家東６－３－２","204,000円/㎡、0.0%","131㎡","1:2","東 8m 市道","住宅　鉄筋コンクリート造4F","小規模住宅、アパート、小工場混在の住宅地域","大正 1200m","第二種住居地域 (80/300)","準防火地域","204,000円/㎡、-0.5%","205,000円/㎡、0.5％","204,000円/㎡、0.5％","203,000円/㎡、0.0％","203,000円/㎡、0.0％","203,000円/㎡ 0.0％","203,000円/㎡ 0.0%","203,000円/㎡ -0.5%","204,000円/㎡ -0.5%","135.476359045835","34.657467955123","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","天王寺-02","大阪市天王寺区真法院町１０－６","640,000円/㎡、1.7%","119㎡","1:1.2","南東 8m 市道","住宅　木造2F","一般住宅が多い区画整然とした閑静な住宅地域","桃谷 750m","第二種中高層住居専用地域 (60/300)","準防火地域","629,000円/㎡、1.0%","623,000円/㎡、7.0％","582,000円/㎡、0.3％","580,000円/㎡、0.3％","578,000円/㎡、1.0％","572,000円/㎡ 1.4％","564,000円/㎡ 2.5%","550,000円/㎡ 0.7%","546,000円/㎡ 1.1%","135.522380418648","34.6565986142865","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","港9-01","大阪市港区福崎２－１－１８","99,000円/㎡、2.1%","1322㎡","1:2","南西 15m 市道","倉庫　鉄骨造1F","大規模工場、倉庫等の建ち並ぶ工業地域","朝潮橋 1400m","工業専用地域 (60/200)","-","97,000円/㎡、-1.0%","98,000円/㎡、0.8％","97,200円/㎡、0.6％","96,600円/㎡、0.8％","95,800円/㎡、1.4％","94,500円/㎡ 1.6％","93,000円/㎡ 1.1%","92,000円/㎡ 0.0%","92,000円/㎡ -2.1%","135.455130870961","34.6554030174068","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","大正-03","大阪市大正区千島１－９－４","191,000円/㎡、0.0%","56㎡","1:1.5","東 6m 市道","住宅　鉄骨造3F","中小規模一般住宅が建ち並ぶ住宅地域","大正 1400m","第一種住居地域 (80/200)","準防火地域","191,000円/㎡、-0.5%","192,000円/㎡、0.0％","192,000円/㎡、0.0％","192,000円/㎡、0.0％","192,000円/㎡、0.0％","192,000円/㎡ 0.0％","192,000円/㎡ 0.0%","192,000円/㎡ -0.5%","193,000円/㎡ -1.0%","135.474794375332","34.6552455778078","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","天王寺-01","大阪市天王寺区逢阪１－２－２５","399,000円/㎡、0.8%","200㎡","1:1.5","西 5m 市道 北側道","住宅　鉄骨造3F","一般住宅のほかに事務所等が見られる住宅地域","四天王寺前夕陽ヶ丘 450m","第二種住居地域 (80/300)","準防火地域","396,000円/㎡、0.5%","394,000円/㎡、2.6％","384,000円/㎡、0.8％","381,000円/㎡、0.8％","378,000円/㎡、1.6％","372,000円/㎡ 1.6％","366,000円/㎡ 1.7%","360,000円/㎡ 1.1%","356,000円/㎡ 0.3%","135.512397739421","34.6545982252116","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","浪速5-05","大阪市浪速区恵美須西２－６－２１","291,000円/㎡、-0.7%","95㎡","1:3","北 11m 市道","店舗兼住宅　鉄骨造3F","店舗併用住宅、マンション等が混在する商業地域","恵美須町 170m","商業地域 (80/400)","準防火地域","293,000円/㎡、-5.2%","309,000円/㎡、5.1％","294,000円/㎡、5.8％","278,000円/㎡、4.5％","266,000円/㎡、5.1％","253,000円/㎡ 4.1％","243,000円/㎡ 0.8%","241,000円/㎡ 0.0%","241,000円/㎡ -0.8%","135.504102618334","34.6536158488338","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","天王寺-05","大阪市天王寺区勝山２－３－２８","467,000円/㎡、1.5%","146㎡","1:1.5","北 8m 市道","住宅　鉄骨造3F","中低層の一般住宅、事業所等の混在する住宅地域","寺田町 700m","第二種住居地域 (80/300)","準防火地域","460,000円/㎡、0.7%","457,000円/㎡、2.5％","446,000円/㎡、0.5％","444,000円/㎡、0.5％","442,000円/㎡、1.1％","437,000円/㎡ 1.6％","430,000円/㎡ 1.2%","425,000円/㎡ 0.7%","422,000円/㎡ 0.5%","135.522444231563","34.6536021201339","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-11","大阪市西区南堀江２－１３－３０","969,000円/㎡、-0.9%","550㎡","1:1.5","北 15m 市道 背面道","店舗兼事務所　鉄骨鉄筋コンクリート造9F","中高層事務所、共同住宅等が建ち並ぶ商業地域","西大橋 320m","商業地域 (80/400)","防火地域","978,000円/㎡、-4.1%","1,020,000円/㎡、27.0％","803,000円/㎡、13.6％","707,000円/㎡、14.0％","620,000円/㎡、13.8％","545,000円/㎡ 11.2％","490,000円/㎡ 5.6%","464,000円/㎡ 7.7%","431,000円/㎡ 0.9%","135.49156763206","34.6725295463203","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西成-02","大阪市西成区岸里東１－２９－９","209,000円/㎡、0.5%","226㎡","1:1.2","西 8m 市道","住宅　軽量鉄骨造2F","一般住宅、マンション等が混在する住宅地域","岸里玉出 370m","第一種住居地域 (80/300)","準防火地域","208,000円/㎡、0.0%","208,000円/㎡、3.5％","201,000円/㎡、1.0％","199,000円/㎡、0.5％","198,000円/㎡、0.0％","198,000円/㎡ 0.0％","198,000円/㎡ -0.5%","199,000円/㎡ -1.0%","201,000円/㎡ -2.0%","135.496566264118","34.6313039091988","地価公示(基準日 R4.1.1)"
